,H1-NC5286_-H2_2_3E_jpg.rf.0bb85d6b2bf556a137cec96c95664252.jpg,15-003_F2_18_21_jpg.rf.0378b9b5b771e54dec293d6af47330b5.jpg,NCV-06-1_F2_24_16_jpg.rf.00b4c1fd026755c5847cf5de76274ac3.jpg,H1-18-104_F2_36_2_jpg.rf.15c1c10b845208240bce02977c37de06.jpg,H1-NC5283_H2_6_5J_jpg.rf.2719bb1fdb1ad9aa6cf8dc3c57f1d24a.jpg,17-003_F2_23_13_jpg.rf.3eafcb7b88b69587a43a4a7577e1ee7a.jpg,H2-NC5282_H2_7_1F_jpg.rf.1bc2faae47a5e78c9a5e2eaa6c7f8160.jpg,NC5313_F2_15_17_jpg.rf.761bc20de596196d7bbbc5e938592ccf.jpg,H1-NC5271_H2_1_2I_jpg.rf.706e3024e675a51e6cde5211b07fee08.jpg,Optimus_H2_5_4_jpg.rf.0290800eeb43c552a3c39181cd8da47b.jpg,NCV-03-2_F2_26_4_jpg.rf.0fe704757e681af1da142548159b6a54.jpg,18-015_F2_35_13_jpg.rf.3b6285b9ee0a547f8d0ff81ced2b74a1.jpg,H1-18-003_F2_31_12_jpg.rf.2b23f4f7aded3c9f8b00ee248fade273.jpg,17-004_22_17_jpg.rf.7a3c53ceda53fd328ab54f5937cf5281.jpg,H1-NC5272_H2_6_2B_jpg.rf.9087924c2685d2684fea63b8a40358a7.jpg,H2-NewHanover_F2_19_10C_jpg.rf.a13ae39e6dfbc7106d4ece588df880dd.jpg
test,21.320784330368042,5.909518003463745,5.252408504486084,11.322800397872925,8.81895112991333,6.971457242965698,6.59914755821228,8.238695859909058,6.5349485874176025,5.411743879318237,6.554580450057983,5.620275020599365,6.057709217071533,6.285574197769165,8.028889179229736,7.6764976978302
