split,file_name,time_processed
test,17-003_F2_23_13_jpg.rf.17c60dbc4691db22ef21abec28e3cbb1.jpg,18.49504590034485
test,H1-NC5283_H2_6_5J_jpg.rf.547e9e6559bbbed92ea9a57ade21c356.jpg,9.494389057159424
test,H1-NC5288_H2_6_1G_jpg.rf.64a19c9a8620b44941707559b3957817.jpg,7.607953310012817
test,H1-NC5285_F2_15_1B_jpg.rf.6f8476b4272e252d77e2577a2fdd9790.jpg,8.228949785232544
test,NC5286_F2_15_1_jpg.rf.11c0925e901a66c05efa919105641dbe.jpg,8.428535223007202
test,Krewer_F2_19_4_jpg.rf.860790883d50e994f275941e3bae348a.jpg,7.11369776725769
test,H1-NC5274_H2_5_6A_jpg.rf.7bf9f831d84e9e698b7f69ee6ca3c9e9.jpg,6.409894704818726
test,NC5301_F2_17_17_jpg.rf.2b723c1f1b7d7eb0207f098fefa5408a.jpg,7.210159778594971
test,H1-NC5271_H2_1_2I_jpg.rf.7f8020b2ab2cdf8a4dd8fe3b2b1b857a.jpg,6.968759536743164
test,H2-NC5331_F2_18_6A_jpg.rf.0fd10e0a79c2ad51b94509d0349c66d9.jpg,7.229665517807007
test,16-049_F2_32_12_jpg.rf.96e9ce4cdcf9fd0a54b0c943cb3b440f.jpg,7.084716081619263
test,17-004_22_13_jpg.rf.10e91314a344902b566c916c45b99a7f.jpg,7.86589241027832
test,H2-Rebel_E3_7_6F_jpg.rf.b9a66cf30c699bbdac584f9c07a40c2f.jpg,6.865041732788086
test,NewHanover3_jpg.rf.37828fa29c30042c7b814fcdbb2adf11.jpg,7.454235553741455
test,H1-NC5313_F2_15_17A_jpg.rf.23307b6585ab568b0802ee9119a86d6d.jpg,9.01374626159668
test,18-015_F2_35_13_jpg.rf.b294aa9b0d345cd07fd48dce466c7a98.jpg,6.744912385940552
test,17-002_F2_23_12_jpg.rf.92e876fab96d482889e210400884e4b3.jpg,6.197469472885132
test,H1-Marimba_F2_28_15_jpg.rf.a1800937ba7d05cbfd44fbd8cf9c5bd8.jpg,6.190020322799683
test,H2-NC5275_H2_2_2E_jpg.rf.76492c6aafcbf0f7417f7ea24b801e3b.jpg,8.271791458129883
test,H2-NC5271_H2_7_5E_jpg.rf.a27f12c5c039fc4e7e0bf9aadca414dc.jpg,6.0481038093566895
test,18-029_F2_32_9_jpg.rf.73aabb02ec1bbfda0e69dd0005eef800.jpg,7.491252660751343
test,H2-NC5228_F2_16_14C_jpg.rf.32ed6b92089f18d22e9637cb22a9cdd1.jpg,9.354151964187622
test,H1-NC5286_-H2_2_3E_jpg.rf.86e5fcdda701ca0d1d055bef666cc6c3.jpg,10.913623094558716
test,H1-18-003_F2_31_12_jpg.rf.b69ac596ffdcceb0c658713da0ffe4b9.jpg,7.17265772819519
test,NCV-13-2_F2_26_5_jpg.rf.bb6e8323e36d1149b04675c1852af434.jpg,6.877025842666626
test,H2-NewHanover_F2_19_10C_jpg.rf.90a72929a89e000b7395572dcfc794a1.jpg,8.243952751159668
test,NCV-03-2_F2_26_4_jpg.rf.d04a72781f859f2ad1bef401d03f3ed9.jpg,6.5175299644470215
test,H1-NC5305_F2_15_9B_jpg.rf.c6c46b85db2f39438a1c26ef17cfadb0.jpg,7.063013792037964
test,17-004_22_17_jpg.rf.c4e0f9d3a91344d989c0f30b738cc173.jpg,7.279562950134277
test,H1-17-009_F2_24_6_jpg.rf.d1c5dfbb2365331d1e3f3ac90606d4fa.jpg,5.939688682556152
